 -25. 4.
 -24.75 4.
 -24.5 4.
 -24.25 4.
 -24. 4.
 -23.75 4.
 -23.5 4.
 -23.25 4.
 -23. 4.
 -22.75 4.
 -22.5 4.
 -22.25 4.
 -22. 4.
 -21.75 4.
 -21.5 4.
 -21.25 4.
 -21. 4.
 -20.75 4.
 -20.5 4.
 -20.25 4.
 -20. 4.
 -19.75 4.
 -19.5 4.
 -19.25 4.
 -19. 4.
 -18.75 4.
 -18.5 4.
 -18.25 4.
 -18. 4.
 -17.75 4.
 -17.5 4.
 -17.25 4.
 -17. 4.
 -16.75 4.
 -16.5 4.
 -16.25 4.
 -16. 4.
 -15.75 4.
 -15.5 4.
 -15.25 4.
 -15. 4.
 -14.75 4.
 -14.5 4.
 -14.25 4.
 -14. 4.
 -13.75 4.
 -13.5 4.
 -13.25 4.
 -13. 4.
 -12.75 4.
 -12.5 4.
 -12.25 4.
 -12. 4.
 -11.75 4.
 -11.5 4.
 -11.25 4.
 -11. 4.
 -10.75 4.
 -10.5 4.
 -10.25 4.
 -10. 4.
 -9.75 4.
 -9.5 4.
 -9.25 4.
 -9. 4.
 -8.75 4.
 -8.5 4.
 -8.25 4.
 -8. 4.
 -7.75 4.
 -7.5 4.
 -7.25 4.
 -7. 4.
 -6.75 4.
 -6.5 4.
 -6.25 4.
 -6. 4.
 -5.75 4.
 -5.5 4.
 -5.25 4.
 -5. 4.
 -4.75 4.
 -4.5 4.
 -4.25 4.
 -4. 4.
 -3.75 4.
 -3.5 4.
 -3.25 4.
 -3. 4.
 -2.75 4.
 -2.5 4.
 -2.25 4.
 -2. 4.
 -1.75 4.
 -1.5 4.
 -1.25 4.
 -1. 4.
 -0.75 4.
 -0.5 4.
 -0.25 4.
 0. 4.
 0.25 4.
 0.5 4.
 0.75 4.
 1. 4.
 1.25 4.
 1.5 4.
 1.75 4.
 2. 4.
 2.25 4.
 2.5 4.
 2.75 4.
 3. 4.
 3.25 4.
 3.5 4.
 3.75 4.
 4. 4.
 4.25 4.
 4.5 4.
 4.75 4.
 5. 4.
 5.25 4.
 5.5 4.
 5.75 4.
 6. 4.
 6.25 4.
 6.5 4.
 6.75 4.
 7. 4.
 7.25 4.
 7.5 4.
 7.75 4.
 8. 4.
 8.25 4.
 8.5 4.
